feature_map_family,ansatz_family,num_qubits,depth,topology,noise_condition,expressibility_kl_mean,meyer_wallach_mean,gradient_variance_mean,expressibility_kl_std,meyer_wallach_std,gradient_variance_std
cx_ry,rotation_only,8,4,full,noiseless,0.13152999104970137,0.7990056004506866,0.11177551347325727,0.04481213817360044,0.007824804313702126,0.16699857105336943
cx_ry,rotation_only,8,4,full,noisy,inf,0.9999897474660606,2.2923099044424876e-34,,1.3735785136575885e-07,7.159399006392872e-35
cx_ry,rotation_only,8,4,linear,noiseless,0.14429654720394294,0.8332386324321227,0.2053778799692009,0.038024749561185366,0.007811305592276681,0.17388238216461077
cx_ry,rotation_only,8,4,linear,noisy,140.56681011247645,0.8929857925936874,0.16153357974683502,11.185485244482612,0.017485645687174964,0.14415845976915354
cx_ry,rotation_only,8,8,circular,noiseless,0.017065660061635,0.9796912449880424,0.01073971659083804,0.007131021235058119,0.0013779781301302206,0.009092961844926572
cx_ry,rotation_only,8,8,circular,noisy,inf,0.9999566210977505,2.2623741906183202e-35,,2.7774309543301634e-05,6.67579093498153e-36
cx_ry,rotation_only,8,8,full,noiseless,0.03984429938069311,0.9189691771480943,0.07397447640836974,0.016090524230997216,0.004932422097913176,0.1310164962048486
cx_ry,rotation_only,8,8,full,noisy,inf,0.999990783884604,2.069690291283133e-34,,1.5878533082466896e-07,2.7794071211663257e-35
cx_ry,rotation_only,8,8,linear,noiseless,0.05187168456811024,0.9280850147969162,0.10177972617992528,0.013433577087926111,0.0051286220542514395,0.1522100171204909
cx_ry,rotation_only,8,8,linear,noisy,inf,0.9633127634498214,0.07050262064973245,,0.009171437411854782,0.11911176943832374
cx_ry,rotation_only,10,1,circular,noiseless,0.5364451716914705,0.7152633967425956,0.08051171103247248,0.41043982719320393,0.007553149440031258,0.11545927064249742
cx_ry,rotation_only,10,1,circular,noisy,inf,0.919279011463906,5.543701010436509e-33,,0.010294639051164471,8.775475852163986e-33
cx_ry,rotation_only,10,1,full,noiseless,0.5364451716914705,0.6290235916742484,0.20594939877210697,0.41043982719320393,0.00744312065284913,0.17057982873279565
cx_ry,rotation_only,10,1,full,noisy,inf,0.9999921229745168,6.786186098966924e-06,,5.467047960478526e-07,2.073303532045157e-06
cx_ry,rotation_only,10,1,linear,noiseless,0.5364451716914705,0.6292874343914842,0.2870104133426597,0.41043982719320393,0.009095210364815606,0.18173996313593788
cx_ry,rotation_only,10,1,linear,noisy,inf,0.7886810079031832,0.2665471826599535,,0.013424144748146686,0.17828049714283425
cx_ry,rotation_only,10,2,circular,noiseless,0.3222220767225368,0.8905031595136915,0.02100218130147569,0.19164870911701926,0.00561503282531936,0.022438201941903237
cx_ry,rotation_only,10,2,circular,noisy,inf,0.9784186969350808,1.780479560528855e-33,,0.002551080980802844,2.8900274550868016e-33
cx_ry,rotation_only,10,2,full,noiseless,0.5278090869934485,0.6525030182351393,0.14722026890357762,0.27810664548528546,0.005913214657045519,0.18581497444395484
cx_ry,rotation_only,10,2,full,noisy,inf,0.9999933071556104,3.690451453358229e-35,,5.737539883840744e-11,1.374597393199633e-35
cx_ry,rotation_only,10,2,linear,noiseless,0.4643475316514557,0.7592500296408671,0.27466818164744955,0.25511933952310867,0.00479717214251006,0.18974570059484808
cx_ry,rotation_only,10,2,linear,noisy,inf,0.8550455253500602,0.23783501049764003,,0.010906649455323091,0.16196455853406724
cx_ry,rotation_only,10,4,circular,noiseless,0.008186556499668145,0.9661525800332808,0.0024410555812323705,0.013181606869361592,0.0019904570549222293,0.0033016833457057367
cx_ry,rotation_only,10,4,circular,noisy,inf,0.9956799909349984,2.458288335368519e-34,,0.0010204775182881284,4.2557003569246524e-34
cx_ry,rotation_only,10,4,full,noiseless,0.03615191937968778,0.8280537836958007,0.09999979579759581,0.03950411826504282,0.004962704438531298,0.14907102201742695
cx_ry,rotation_only,10,4,full,noisy,inf,0.9999934635635777,5.783132608811013e-08,,4.326357248092973e-10,9.348187148140862e-09
cx_ry,rotation_only,10,4,linear,noiseless,0.05836563764408427,0.8641010150357398,0.2010225691417494,0.07525790620615538,0.004484657188459071,0.16705959217863253
cx_ry,rotation_only,10,4,linear,noisy,inf,0.9195275782691045,0.16493749985235526,,0.00925995145868428,0.147030764597841
cx_ry,rotation_only,10,8,circular,noiseless,8.740648201398856e-10,0.993107552275673,0.00253679868797233,0.0,0.00037463750777053724,0.002970240400442671
cx_ry,rotation_only,10,8,circular,noisy,inf,0.9999776769232384,2.0058195329781143e-06,,1.2145056739260517e-05,1.5630723853143362e-07
cx_ry,rotation_only,10,8,full,noiseless,0.008186556499668145,0.9421567378355636,0.06195880382626521,0.013181606869361592,0.002704631274276006,0.1267927477260584
cx_ry,rotation_only,10,8,full,noisy,inf,0.9999934634204994,5.4493331405339835e-08,,5.361692941009905e-10,6.6579105616351775e-09
cx_ry,rotation_only,10,8,linear,noiseless,0.0027288527492659283,0.9502887818607306,0.10316797413444542,0.008629387322857052,0.002820612118673097,0.15377969372683048
cx_ry,rotation_only,10,8,linear,noisy,inf,0.9741311259966118,0.062006673302923344,,0.005940962479544286,0.1034336825798489
local_z,real_amplitudes,4,1,circular,noiseless,0.5862695115837218,2.71327404988142e-15,0.03727013607834494,0.06316655144037632,2.4528140976182035e-17,0.030747795430655207
local_z,real_amplitudes,4,1,circular,noisy,0.7682592695236823,0.00149590629212427,0.03129065292416093,0.21924205074360753,1.3381292142901454e-16,0.027983172037022844
local_z,real_amplitudes,4,1,full,noiseless,0.5862695115837218,2.71327404988142e-15,0.11672398693663792,0.06316655144037632,2.4528140976182035e-17,0.07446452941319781
