feature_map_family,ansatz_family,num_qubits,depth,topology,seed,noise_condition,expressibility_kl,meyer_wallach,gradient_variance
cx_ry,rotation_only,8,2,full,0,noiseless,0.6736665371269909,0.6418146354303386,0.001197237563093949
cx_ry,rotation_only,8,2,full,0,noisy,inf,0.999989737735359,1.2797767332803195e-05
cx_ry,rotation_only,8,2,full,1,noiseless,0.7716723441653799,0.630061659476507,0.012434392757365026
cx_ry,rotation_only,8,2,full,1,noisy,inf,0.9999897372387032,1.2323441775541798e-05
cx_ry,rotation_only,8,2,full,2,noiseless,0.601110491669609,0.6374343000272138,0.011296423568451074
cx_ry,rotation_only,8,2,full,2,noisy,inf,0.9999894636436815,2.9613462588465605e-06
cx_ry,rotation_only,8,2,full,3,noiseless,0.7130670667953991,0.6243021113314008,0.3875842187176089
cx_ry,rotation_only,8,2,full,3,noisy,inf,0.9999896006388258,2.139569019817175e-06
cx_ry,rotation_only,8,2,full,4,noiseless,0.9496505152189298,0.638524659364983,0.01281133930145808
cx_ry,rotation_only,8,2,full,4,noisy,inf,0.9999897685690882,5.343332179180591e-06
cx_ry,rotation_only,8,2,full,5,noiseless,0.5700103365139415,0.624401927200375,0.46326098779018227
cx_ry,rotation_only,8,2,full,5,noisy,inf,0.99998965762811,2.6097411001221517e-06
cx_ry,rotation_only,8,2,full,6,noiseless,0.4406226241751482,0.6351750023949436,0.019136672511967018
cx_ry,rotation_only,8,2,full,6,noisy,inf,0.9999896116117285,1.7775581493224905e-06
cx_ry,rotation_only,8,2,full,7,noiseless,0.7403578514361563,0.637295859935261,0.13893394080529378
cx_ry,rotation_only,8,2,full,7,noisy,inf,0.9999896840705921,3.6268041056102514e-06
cx_ry,rotation_only,8,2,full,8,noiseless,0.6920883453069067,0.6313141497187045,0.06886209631555645
cx_ry,rotation_only,8,2,full,8,noisy,inf,0.9999895083699268,6.175601670063627e-06
cx_ry,rotation_only,8,2,full,9,noiseless,0.7279971179697923,0.6327728068922751,0.29398027514166586
cx_ry,rotation_only,8,2,full,9,noisy,inf,0.9999895069060517,2.3501815259742753e-06
