feature_map_family,ansatz_family,num_qubits,depth,topology,seed,noise_condition,expressibility_kl,meyer_wallach,gradient_variance
cx_ry,rotation_only,4,4,full,0,noiseless,0.35839243486290495,0.6214203990840851,0.36449280661619654
cx_ry,rotation_only,4,4,full,0,noisy,10.807286392054996,0.8947997716838968,0.083371833687543
cx_ry,rotation_only,4,4,full,1,noiseless,0.2607097255874977,0.6273317572634263,0.015457701480711055
cx_ry,rotation_only,4,4,full,1,noisy,10.297829909182488,0.8962210002682662,0.004980024640036328
cx_ry,rotation_only,4,4,full,2,noiseless,0.290576716927933,0.6090538954804741,0.006670172635157885
cx_ry,rotation_only,4,4,full,2,noisy,10.747848412365395,0.8838415958666921,0.0016201712823410129
cx_ry,rotation_only,4,4,full,3,noiseless,0.2923548561585379,0.6172234339227095,0.3952178996178946
cx_ry,rotation_only,4,4,full,3,noisy,10.201848178641884,0.8725375616508149,0.1685381156777769
cx_ry,rotation_only,4,4,full,4,noiseless,0.24961893540181157,0.6226091923939149,0.1287270751900661
cx_ry,rotation_only,4,4,full,4,noisy,11.01842542068008,0.8856905797144262,0.024407928441421756
cx_ry,rotation_only,4,4,full,5,noiseless,0.31189108325825426,0.6136704482169693,0.43412485999692846
cx_ry,rotation_only,4,4,full,5,noisy,11.381424740523597,0.866965396899742,0.13405313836659086
cx_ry,rotation_only,4,4,full,6,noiseless,0.29313018178885225,0.6551074110930283,0.12495799292533645
cx_ry,rotation_only,4,4,full,6,noisy,11.308143366900557,0.8906956886636443,0.0243464569964548
cx_ry,rotation_only,4,4,full,7,noiseless,0.25193203248439056,0.5957970979195928,0.17318396234834688
cx_ry,rotation_only,4,4,full,7,noisy,10.753373128446942,0.8935828166208222,0.04977877020871271
cx_ry,rotation_only,4,4,full,8,noiseless,0.3874291455173553,0.6144577908817754,0.173308752857154
cx_ry,rotation_only,4,4,full,8,noisy,10.506328668277094,0.890759402980655,0.036808267429503654
cx_ry,rotation_only,4,4,full,9,noiseless,0.23617674858588317,0.6112049261031158,0.3591308602484517
cx_ry,rotation_only,4,4,full,9,noisy,10.893636534368117,0.8920087124170826,0.1237741493290546
