feature_map_family,ansatz_family,num_qubits,depth,topology,seed,noise_condition,expressibility_kl,meyer_wallach,gradient_variance
zz,real_amplitudes,4,8,circular,0,noiseless,0.06013526818253211,0.6803740956932965,0.03658604501742761
zz,real_amplitudes,4,8,circular,0,noisy,26.437142246381967,0.9752382446729283,5.6352887104066256e-05
zz,real_amplitudes,4,8,circular,1,noiseless,0.06395585423237066,0.6599663100360673,0.02631840902785676
zz,real_amplitudes,4,8,circular,1,noisy,26.41573941925112,0.9735874266237061,5.67590456589625e-05
zz,real_amplitudes,4,8,circular,2,noiseless,0.06709894173651687,0.6641151711138273,0.04013639008518048
zz,real_amplitudes,4,8,circular,2,noisy,27.22244328816185,0.9685308374852478,6.247522994734758e-05
zz,real_amplitudes,4,8,circular,3,noiseless,0.062291229981896165,0.6525827938910459,0.032012330460009696
zz,real_amplitudes,4,8,circular,3,noisy,26.652013650291554,0.9720647654170869,7.413846496788313e-05
zz,real_amplitudes,4,8,circular,4,noiseless,0.08188337406270403,0.6556106042897322,0.03110448848040737
zz,real_amplitudes,4,8,circular,4,noisy,26.499285274111394,0.9530504452144412,9.387438546621127e-05
zz,real_amplitudes,4,8,circular,5,noiseless,0.07596897644190963,0.6684004291931751,0.028408971742876505
zz,real_amplitudes,4,8,circular,5,noisy,26.624558126271644,0.9656958315942195,7.262445527209433e-05
zz,real_amplitudes,4,8,circular,6,noiseless,0.07414482455194972,0.7052179592918213,0.044288889875488874
zz,real_amplitudes,4,8,circular,6,noisy,27.242858668068088,0.9788459864737281,0.00013014938621565863
zz,real_amplitudes,4,8,circular,7,noiseless,0.07237570212070726,0.6876145414567806,0.035684821162505743
zz,real_amplitudes,4,8,circular,7,noisy,27.261569784464353,0.9736215039749926,0.00010618101950855188
zz,real_amplitudes,4,8,circular,8,noiseless,0.0628195789729514,0.6821384786811295,0.04085092357869078
zz,real_amplitudes,4,8,circular,8,noisy,26.76518778886903,0.9788794904715431,0.0001039503107020667
zz,real_amplitudes,4,8,circular,9,noiseless,0.08867967157197962,0.6659025532243658,0.02866165225848605
zz,real_amplitudes,4,8,circular,9,noisy,26.877707118683798,0.9710828170561349,8.008478486037056e-05
