feature_map_family,ansatz_family,num_qubits,depth,topology,seed,noise_condition,expressibility_kl,meyer_wallach,gradient_variance
cx_ry,rotation_only,4,1,circular,0,noiseless,0.5771422388841538,0.6345220773185678,0.2501013831550092
cx_ry,rotation_only,4,1,circular,0,noisy,1.1077007146483444,0.7143766663748662,6.568524507724445e-34
cx_ry,rotation_only,4,1,circular,1,noiseless,0.4514601284199194,0.632888562220324,0.21995875098780351
cx_ry,rotation_only,4,1,circular,1,noisy,0.42539604256501506,0.65636907394301,1.6010496368934136e-33
cx_ry,rotation_only,4,1,circular,2,noiseless,0.7082145200951898,0.6503581469887751,0.012344960321114493
cx_ry,rotation_only,4,1,circular,2,noisy,0.7223035782581979,0.7293096350976989,1.6458141335869146e-33
cx_ry,rotation_only,4,1,circular,3,noiseless,0.6000604349757858,0.6224822576444572,0.013005970554965204
cx_ry,rotation_only,4,1,circular,3,noisy,0.31146043729693895,0.6596455769222,2.0187624426094003e-33
cx_ry,rotation_only,4,1,circular,4,noiseless,0.7140055623360786,0.6515898764849882,0.09185196584532435
cx_ry,rotation_only,4,1,circular,4,noisy,0.27078188139688625,0.6818602313651606,7.661456314880446e-34
cx_ry,rotation_only,4,1,circular,5,noiseless,0.5366767843616412,0.6623212616449214,0.05681746900394827
cx_ry,rotation_only,4,1,circular,5,noisy,0.4493087253027094,0.6847905426953245,2.723050949147509e-33
cx_ry,rotation_only,4,1,circular,6,noiseless,0.5576426777977291,0.659536067226267,0.43729802913227817
cx_ry,rotation_only,4,1,circular,6,noisy,0.41238496474820113,0.7238991853791787,1.3049379079438766e-33
cx_ry,rotation_only,4,1,circular,7,noiseless,0.5731962636156664,0.6372033163578262,0.15384385750090876
cx_ry,rotation_only,4,1,circular,7,noisy,0.8278997927451355,0.7120251407849896,1.6899500281457886e-33
cx_ry,rotation_only,4,1,circular,8,noiseless,0.6378439254623864,0.640407272396433,0.14990874003841734
cx_ry,rotation_only,4,1,circular,8,noisy,0.3112729904608009,0.6952851236761828,1.3760234472106693e-33
cx_ry,rotation_only,4,1,circular,9,noiseless,0.7940942173711001,0.6281129811146018,0.09785599387609478
cx_ry,rotation_only,4,1,circular,9,noisy,1.2993144449216656,0.6882160180173512,2.1992515023281912e-33
