feature_map_family,ansatz_family,num_qubits,depth,topology,seed,noise_condition,expressibility_kl,meyer_wallach,gradient_variance
local_z,real_amplitudes,10,4,full,0,noiseless,5.326488428140555,2.7510216327186753e-14,0.03303160368778162
local_z,real_amplitudes,10,4,full,0,noisy,4.741290366252936,0.009004898116848887,4.698753316158432e-32
local_z,real_amplitudes,10,4,full,1,noiseless,4.962495603850546,2.7617907960575393e-14,0.02814698309863041
local_z,real_amplitudes,10,4,full,1,noisy,10.170099874183725,0.008901845335543864,5.756186331536908e-32
local_z,real_amplitudes,10,4,full,2,noiseless,5.294934227655953,2.7428059823364494e-14,0.03103238084452404
local_z,real_amplitudes,10,4,full,2,noisy,8.471810715016524,0.008889427565989908,3.5973146489053835e-31
local_z,real_amplitudes,10,4,full,3,noiseless,4.7559527995355975,2.757349903959039e-14,0.026067177457878548
local_z,real_amplitudes,10,4,full,3,noisy,3.0866101426752293,0.008934421128387405,5.031671354925169e-32
local_z,real_amplitudes,10,4,full,4,noiseless,5.894515316670461,2.763012041384627e-14,0.032719675383872965
local_z,real_amplitudes,10,4,full,4,noisy,4.5508585957084815,0.008908533204144952,8.163975851465964e-32
local_z,real_amplitudes,10,4,full,5,noiseless,6.218305333832781,2.7485791420645e-14,0.01789766503707103
local_z,real_amplitudes,10,4,full,5,noisy,1.7607037081919845,0.008895950884177488,2.7068593451476064e-32
local_z,real_amplitudes,10,4,full,6,noiseless,5.951120017477178,2.748801186669425e-14,0.022766404761644134
local_z,real_amplitudes,10,4,full,6,noisy,5.737450960989987,0.009035343116165828,5.523421758054317e-32
local_z,real_amplitudes,10,4,full,7,noiseless,5.848346051348492,2.7519098111383756e-14,0.00033108005604564857
local_z,real_amplitudes,10,4,full,7,noisy,7.919986339525918,0.008942433012720559,2.495315584573375e-33
local_z,real_amplitudes,10,4,full,8,noiseless,6.573829405445413,2.7445823391758496e-14,0.006900931209267367
local_z,real_amplitudes,10,4,full,8,noisy,8.215050439834544,0.009032865023294433,9.550584783344474e-33
local_z,real_amplitudes,10,4,full,9,noiseless,5.607246947872047,2.7459146068053998e-14,0.02655159914156967
local_z,real_amplitudes,10,4,full,9,noisy,4.376019400467254,0.008991219224791572,7.67838419107309e-32
