feature_map_family,ansatz_family,num_qubits,depth,topology,seed,noise_condition,expressibility_kl,meyer_wallach,gradient_variance
local_z,real_amplitudes,8,4,circular,0,noiseless,4.1734641469353235,2.229660900354702e-14,0.003566877789661338
local_z,real_amplitudes,8,4,circular,0,noisy,5.521070268284411,0.008300478208238966,3.293376600815481e-06
local_z,real_amplitudes,8,4,circular,1,noiseless,3.349312635167446,2.232436457916265e-14,0.0036185295285920595
local_z,real_amplitudes,8,4,circular,1,noisy,3.6353555294788595,0.008221481550627274,5.050970134847662e-06
local_z,real_amplitudes,8,4,circular,2,noiseless,3.9405032040824173,2.2304380564719396e-14,0.0023868584764050447
local_z,real_amplitudes,8,4,circular,2,noisy,2.811492242791533,0.008204403666823143,4.4273069425647576e-08
local_z,real_amplitudes,8,4,circular,3,noiseless,4.109585001758807,2.2437607327674413e-14,0.003160241773477
local_z,real_amplitudes,8,4,circular,3,noisy,4.070162392199565,0.0083664062404658,8.047805880539355e-06
local_z,real_amplitudes,8,4,circular,4,noiseless,3.2464649302748194,2.240874152903416e-14,0.0037960378257829368
local_z,real_amplitudes,8,4,circular,4,noisy,2.5767282690307507,0.008233301280738247,1.4397989726558382e-05
local_z,real_amplitudes,8,4,circular,5,noiseless,4.779330262410887,2.2377655284344655e-14,0.0027370188618733816
local_z,real_amplitudes,8,4,circular,5,noisy,5.36868181485841,0.008187079932333814,1.4665997240352285e-05
local_z,real_amplitudes,8,4,circular,6,noiseless,3.3684940445986924,2.2416513090206535e-14,0.003523961759645535
local_z,real_amplitudes,8,4,circular,6,noisy,0.9511325035515201,0.008338355468397984,1.1491009272405257e-07
local_z,real_amplitudes,8,4,circular,7,noiseless,3.513475834077612,2.2373214392246156e-14,5.234351768680665e-05
local_z,real_amplitudes,8,4,circular,7,noisy,3.8791462965829355,0.008374776810710853,3.5044653163192186e-08
local_z,real_amplitudes,8,4,circular,8,noiseless,4.653505401460253,2.238542684551703e-14,0.0007590876143726069
local_z,real_amplitudes,8,4,circular,8,noisy,2.2271551838047143,0.008281200816281349,7.204316306898128e-07
local_z,real_amplitudes,8,4,circular,9,noiseless,3.2224901027915815,2.2338797478482776e-14,0.0045170776656794495
local_z,real_amplitudes,8,4,circular,9,noisy,3.2703765082602163,0.008332572998565069,1.688552076686036e-05
