feature_map_family,ansatz_family,num_qubits,depth,topology,seed,noise_condition,expressibility_kl,meyer_wallach,gradient_variance
local_z,real_amplitudes,4,1,full,0,noiseless,0.6919599044087031,2.7089441800853818e-15,0.20041883696058413
local_z,real_amplitudes,4,1,full,0,noisy,1.1408248113145263,0.001495906292124379,0.07127923162335481
local_z,real_amplitudes,4,1,full,1,noiseless,0.6392728033209696,2.7056135110115066e-15,0.10914351146769986
local_z,real_amplitudes,4,1,full,1,noisy,0.649501294871949,0.0014959062921240606,0.006512670023570403
local_z,real_amplitudes,4,1,full,2,noiseless,0.6002207168053445,2.7056135110115066e-15,0.12039973002458794
local_z,real_amplitudes,4,1,full,2,noisy,0.5392981226755111,0.0014959062921241716,0.06731797761701651
local_z,real_amplitudes,4,1,full,3,noiseless,0.5901368925050917,2.7611246622427644e-15,0.13914128465165343
local_z,real_amplitudes,4,1,full,3,noisy,0.5559661266090111,0.0014959062921244973,0.033091605032452745
local_z,real_amplitudes,4,1,full,4,noiseless,0.48222985304850785,2.7333690866271355e-15,0.18317776285550427
local_z,real_amplitudes,4,1,full,4,noisy,0.677553548159592,0.001495906292124327,0.08067048410588343
local_z,real_amplitudes,4,1,full,5,noiseless,0.6028538262049696,2.716715741257758e-15,0.22610662426797845
local_z,real_amplitudes,4,1,full,5,noisy,0.6237256709553232,0.0014959062921244012,0.013568280141809828
local_z,real_amplitudes,4,1,full,6,noiseless,0.5887964865951032,2.7133850721838827e-15,0.09436035710450148
local_z,real_amplitudes,4,1,full,6,noisy,1.0513746632890988,0.0014959062921244307,0.03847872676695668
local_z,real_amplitudes,4,1,full,7,noiseless,0.5313980442596886,2.6845192735436285e-15,0.0006877384831957492
local_z,real_amplitudes,4,1,full,7,noisy,0.8833298520133269,0.0014959062921243715,0.00020407568079531017
local_z,real_amplitudes,4,1,full,8,noiseless,0.6267786626171318,2.7289281945286346e-15,0.01350341595979507
local_z,real_amplitudes,4,1,full,8,noisy,0.952832234681745,0.0014959062921242384,2.8456622961921123e-05
local_z,real_amplitudes,4,1,full,9,noiseless,0.5090479260717079,2.674527266322002e-15,0.08030060759087941
local_z,real_amplitudes,4,1,full,9,noisy,0.6081863706667385,0.0014959062921243642,0.0036383750503915144
