feature_map_family,ansatz_family,num_qubits,depth,topology,seed,noise_condition,expressibility_kl,meyer_wallach,gradient_variance
cx_ry,real_amplitudes,4,8,linear,0,noiseless,0.24954991951313243,0.6651037236148227,0.062354360091134924
cx_ry,real_amplitudes,4,8,linear,0,noisy,3.1294153545924086,0.7706147933619751,0.025217808473209345
cx_ry,real_amplitudes,4,8,linear,1,noiseless,0.2290754303092396,0.6770165043134488,0.06080416137295237
cx_ry,real_amplitudes,4,8,linear,1,noisy,3.1257483287748533,0.7843654827375343,0.029597568759944782
cx_ry,real_amplitudes,4,8,linear,2,noiseless,0.22912717237842817,0.6758990122195138,0.054719695618734486
cx_ry,real_amplitudes,4,8,linear,2,noisy,3.0152313997996707,0.7990245415033186,0.024867887921231527
cx_ry,real_amplitudes,4,8,linear,3,noiseless,0.26885167100165086,0.672382233495444,0.059319093964368845
cx_ry,real_amplitudes,4,8,linear,3,noisy,3.133428595102224,0.7691593869752841,0.02194385986283811
cx_ry,real_amplitudes,4,8,linear,4,noiseless,0.20885430249158907,0.677905061068697,0.05667034049963143
cx_ry,real_amplitudes,4,8,linear,4,noisy,2.9610809492170778,0.7866365585884797,0.02130781002502491
cx_ry,real_amplitudes,4,8,linear,5,noiseless,0.21854663467971325,0.6602410395829597,0.058972784328576874
cx_ry,real_amplitudes,4,8,linear,5,noisy,3.19590504542332,0.7630598837887367,0.02000640078533387
cx_ry,real_amplitudes,4,8,linear,6,noiseless,0.16718721729929426,0.693980622464758,0.05289978282978204
cx_ry,real_amplitudes,4,8,linear,6,noisy,3.3938871890531126,0.7933029574671171,0.017152564679624765
cx_ry,real_amplitudes,4,8,linear,7,noiseless,0.19257253226412763,0.6646211321011595,0.05483505420101992
cx_ry,real_amplitudes,4,8,linear,7,noisy,3.0293564376195743,0.7743183749648354,0.020112604359267604
cx_ry,real_amplitudes,4,8,linear,8,noiseless,0.29683390205510185,0.6738726684181034,0.045476192914439294
cx_ry,real_amplitudes,4,8,linear,8,noisy,2.9470441506096092,0.7786861956717025,0.012454376950679007
cx_ry,real_amplitudes,4,8,linear,9,noiseless,0.2513102933250665,0.6908081138118939,0.07263838857940491
cx_ry,real_amplitudes,4,8,linear,9,noisy,3.4092148004315446,0.7786506275352494,0.020887443952498266
