feature_map_family,ansatz_family,num_qubits,depth,topology,seed,noise_condition,expressibility_kl,meyer_wallach,gradient_variance
cx_ry,real_amplitudes,4,8,circular,0,noiseless,0.17692794098735654,0.7585137345209821,0.04926466894246263
cx_ry,real_amplitudes,4,8,circular,0,noisy,18.916213341094835,0.9715655587595938,0.0002898541920060404
cx_ry,real_amplitudes,4,8,circular,1,noiseless,0.10674715846543417,0.7588371625245662,0.06007583280998059
cx_ry,real_amplitudes,4,8,circular,1,noisy,18.584688809415795,0.9755166702895787,0.00041490675552709866
cx_ry,real_amplitudes,4,8,circular,2,noiseless,0.1272375620116824,0.7691879891256777,0.0576222311785071
cx_ry,real_amplitudes,4,8,circular,2,noisy,19.113318188954768,0.9748367592146676,0.0004667178404212745
cx_ry,real_amplitudes,4,8,circular,3,noiseless,0.06948992537264642,0.7700408118146806,0.059851124077279785
cx_ry,real_amplitudes,4,8,circular,3,noisy,18.925101788216256,0.9744135893739428,0.0003836560205021114
cx_ry,real_amplitudes,4,8,circular,4,noiseless,0.14731600015727297,0.7654760299196062,0.05240664650732197
cx_ry,real_amplitudes,4,8,circular,4,noisy,18.931809399321576,0.9723686763134762,0.0004167506049050096
cx_ry,real_amplitudes,4,8,circular,5,noiseless,0.11122080722853195,0.774566471433573,0.050462696039140005
cx_ry,real_amplitudes,4,8,circular,5,noisy,19.003944163773628,0.9763609564357965,0.000311363757393513
cx_ry,real_amplitudes,4,8,circular,6,noiseless,0.14965361403052385,0.7803978773528283,0.07147775086178408
cx_ry,real_amplitudes,4,8,circular,6,noisy,18.915943072331128,0.9788780077396098,0.0005387026019815635
cx_ry,real_amplitudes,4,8,circular,7,noiseless,0.11725828810522064,0.7761340688536216,0.05630543563188952
cx_ry,real_amplitudes,4,8,circular,7,noisy,18.651842300156893,0.9744972735103994,0.00043986329548098156
cx_ry,real_amplitudes,4,8,circular,8,noiseless,0.17412825604350446,0.7657958219987765,0.06965559548291193
cx_ry,real_amplitudes,4,8,circular,8,noisy,18.68935814252233,0.9756292043727276,0.000602456910188054
cx_ry,real_amplitudes,4,8,circular,9,noiseless,0.10179925323559465,0.7426727981712841,0.05795340128184425
cx_ry,real_amplitudes,4,8,circular,9,noisy,18.64343684738939,0.9667301069039377,0.00041465022216821435
